filename,text,confidence
Cars0.png,KLGICA2555,0.893
Cars1.png,PGM2,0.738
Cars10.png,TN37C5,0.992
Cars100.png,,0.0
Cars101.png,HR26BC5514,0.993
Cars102.png,I,0.715
Cars103.png,,0.0
Cars104.png,,0.3
Cars105.png,,0.106
Cars106.png,,0.0
Cars107.png,,0.438
Cars108.png,MHO14Y8866,0.894
Cars109.png,CZI7KOD,0.74
Cars11.png,,0.363
Cars110.png,,0.368
Cars111.png,MH20EE7598,0.972
Cars112.png,SHAKNBK,0.79
Cars113.png,WASHINGTON,0.999
Cars114.png,29,1.0
Cars115.png,M866YOB,0.568
Cars116.png,,0.316
Cars117.png,,0.0
Cars118.png,JA62UAR,0.985
Cars119.png,,0.0
Cars12.png,CHH12867237,0.741
Cars120.png,B2228HM,0.998
Cars121.png,,0.0
Cars122.png,,0.388
Cars123.png,HR26BC5514,0.942
Cars124.png,,0.0
Cars125.png,66887,0.998
Cars126.png,KA,1.0
Cars127.png,,0.297
Cars128.png,0X65,0.937
Cars129.png,OPECLOL,0.643
Cars13.png,,0.156
Cars130.png,HR26BR9044,0.998
Cars131.png,29,1.0
Cars132.png,,0.0
Cars133.png,1268,0.951
Cars134.png,,0.249
Cars135.png,,0.386
Cars136.png,,0.429
Cars137.png,,0.0
Cars138.png,TN02BL,0.951
Cars139.png,,0.0
Cars14.png,ALR486,0.955
Cars140.png,,0.228
Cars141.png,,0.0
Cars142.png,,0.0
Cars143.png,,0.294
Cars144.png,PEN15,0.989
Cars145.png,,0.304
Cars146.png,,0.0
Cars147.png,KLG1CA2555,0.613
Cars148.png,,0.352
Cars149.png,,0.2
Cars15.png,,0.073
Cars150.png,,0.329
Cars151.png,,0.03
Cars152.png,DL49AK49,0.98
Cars153.png,,0.48
Cars154.png,2662,1.0
Cars155.png,,0.306
Cars156.png,PRIVATE,1.0
Cars157.png,,0.067
Cars158.png,695299,1.0
Cars159.png,DL7CN5617,0.912
Cars16.png,,0.0
Cars160.png,,0.164
Cars161.png,MS66YOB,0.621
Cars162.png,,0.0
Cars163.png,LR33TEE,0.98
Cars164.png,GT,0.999
Cars165.png,,0.197
Cars166.png,INACAR,0.648
Cars167.png,15LK10898,0.928
Cars168.png,,0.0
Cars169.png,ATE,1.0
Cars17.png,YSX213,0.518
Cars170.png,,0.0
Cars171.png,,0.267
Cars172.png,09,0.999
Cars173.png,,0.125
Cars174.png,,0.0
Cars175.png,DL,0.973
Cars176.png,OCT,0.807
Cars177.png,GOOD,1.0
Cars178.png,,0.25
Cars179.png,45ZH590,0.514
Cars18.png,M866YOB,0.592
Cars180.png,WASHINGTON,0.946
Cars181.png,JHIHAD,0.741
Cars182.png,VZLAF,0.86
Cars183.png,BRIT0001,1.0
Cars184.png,,0.0
Cars185.png,MF9000,0.999
Cars186.png,26SPF4,0.845
Cars187.png,ALR486,0.897
Cars188.png,,0.0
Cars189.png,,0.278
Cars19.png,AFR2011,0.999
Cars190.png,KL54A2670,0.873
Cars191.png,3380,1.0
Cars192.png,E4GLE,0.845
Cars193.png,,0.185
Cars194.png,,0.0
Cars195.png,,0.0
Cars196.png,,0.0
Cars197.png,LR33TEB,0.746
Cars198.png,MHO14V8866,0.829
Cars199.png,,0.257
Cars2.png,,0.237
Cars20.png,,0.0
Cars200.png,KA03AB,0.998
Cars201.png,LR33TEE,0.934
Cars202.png,KWID,1.0
Cars203.png,CZI7KOD,0.822
Cars204.png,BYOND,0.997
Cars205.png,IOTACOP,0.815
Cars206.png,HR26BU0280,0.718
Cars207.png,MYOTHERCAR,0.988
Cars208.png,,0.218
Cars209.png,,0.0
Cars21.png,IRO,0.5
Cars210.png,,0.141
Cars211.png,DUBAI,1.0
Cars212.png,KL65H4383,0.995
Cars213.png,DID,0.928
Cars214.png,,0.0
Cars215.png,CH9984,0.958
Cars216.png,OPECDOL,0.513
Cars217.png,AFR2011,0.999
Cars218.png,,0.0
Cars219.png,2784,1.0
Cars22.png,,0.0
Cars220.png,,0.463
Cars221.png,,0.0
Cars222.png,26SPF4,0.976
Cars223.png,,0.2
Cars224.png,,0.0
Cars225.png,JA62UAR,0.985
Cars226.png,,0.099
Cars227.png,,0.288
Cars228.png,,0.0
Cars229.png,,0.0
Cars23.png,9214,0.995
Cars230.png,LR33TEE,0.842
Cars231.png,GBIBTCE,0.663
Cars232.png,,0.0
Cars233.png,,0.129
Cars234.png,IMAU555,0.964
Cars235.png,,0.448
Cars236.png,,0.0
Cars237.png,,0.0
Cars238.png,,0.164
Cars239.png,15LK10898,0.928
Cars24.png,HR26BC5514,0.96
Cars240.png,,0.0
Cars241.png,354M123,0.899
Cars242.png,,0.169
Cars243.png,2784,1.0
Cars244.png,2180127,0.999
Cars245.png,HR26BR9044,1.0
Cars246.png,,0.325
Cars247.png,2765,1.0
Cars248.png,,0.425
Cars249.png,,0.259
Cars25.png,BYHH136,0.516
Cars250.png,PGMNII2,0.504
Cars251.png,,0.011
Cars252.png,DAN54P,0.747
Cars253.png,,0.0
Cars254.png,GOT2POO,0.784
Cars255.png,MH20EJ0364,0.998
Cars256.png,LB,0.758
Cars257.png,OKLA,0.994
Cars258.png,KA01,0.719
Cars259.png,MH20EE7598,0.996
Cars26.png,E232,0.62
Cars260.png,,0.069
Cars261.png,ND,1.0
Cars262.png,,0.0
Cars263.png,4545,1.0
Cars264.png,FAMU,0.826
Cars265.png,M,0.997
Cars266.png,CH9984,0.945
Cars267.png,,0.414
Cars268.png,,0.157
Cars269.png,,0.0
Cars27.png,,0.476
Cars270.png,,0.086
Cars271.png,,0.395
Cars272.png,RXGIGDU,0.968
Cars273.png,BRIT0001,1.0
Cars274.png,,0.341
Cars275.png,BHIMAK,0.514
Cars276.png,CZI7KOD,0.908
Cars277.png,,0.0
Cars278.png,,0.0
Cars279.png,4,0.583
Cars28.png,,0.0
Cars280.png,,0.0
Cars281.png,,0.332
Cars282.png,6861136,0.938
Cars283.png,,0.0
Cars284.png,2662,1.0
Cars285.png,HR26BR9044,0.999
Cars286.png,MIDLYPH,0.992
Cars287.png,DLZCN5617,0.9
Cars288.png,BHIMAK,0.514
Cars289.png,S32H,0.682
Cars29.png,9214,0.983
Cars290.png,,0.0
Cars291.png,,0.289
Cars292.png,,0.077
Cars293.png,GBIBTCE,0.663
Cars294.png,,0.172
Cars295.png,,0.0
Cars296.png,145,1.0
Cars297.png,IMAU555,0.793
Cars298.png,ANBO,0.526
Cars299.png,SDN7484U,0.837
Cars3.png,DZIZYXR,0.588
Cars30.png,,0.106
Cars300.png,,0.29
Cars301.png,G526JHD,0.685
Cars302.png,KL01CC50,0.812
Cars303.png,KL54A2670,0.854
Cars304.png,,0.454
Cars305.png,5G051,0.613
Cars306.png,LAWYER,0.937
Cars307.png,M906090K,0.998
Cars308.png,HR26BC5514,0.966
Cars309.png,0001,0.959
